date,open,high,low,close,volume,ret,vol_change,vol_amp,vol_ratio,valuation,sentiment,lp_score,freq
2023-01-03,3.78,3.86,3.74,3.85,1425000,,0.0,,,,,,daily
2023-01-04,3.88,3.94,3.87,3.92,1169000,0.018181818181818077,-0.1796491228070175,1.0221104532513385,,,,,daily
2023-01-05,3.95,3.96,3.89,3.89,1204000,-0.007653061224489721,0.029940119760478945,0.9624010123072961,,,,,daily
2023-01-06,3.9,3.94,3.9,3.91,1202000,0.005141388174807249,-0.0016611295681062677,0.9966811084352323,,,,,daily
2023-01-09,3.9,3.94,3.89,3.94,991649,0.007672634271099765,-0.17500083194675542,0.9483369177641393,,,,,daily
2023-01-10,3.94,3.94,3.89,3.89,507000,-0.012690355329949221,-0.4887303874657263,0.7109092181315158,0.6659404424685056,1.0035872465139506,0.7222222222222228,,daily
2023-01-11,3.89,3.92,3.87,3.88,802000,-0.0025706940874036244,0.581854043392505,0.6521993043538494,0.900088110039944,0.9965185352282127,0.3888888888888886,0.8256319508531764,daily
2023-01-12,3.86,3.9,3.82,3.87,464000,-0.002577319587628857,-0.4214463840399002,0.6674731223126842,0.3186575010206973,0.9947508272807294,0.27777777777777724,0.7245705043614091,daily
2023-01-13,3.92,3.95,3.86,3.95,1113000,0.02067183462532296,1.3987068965517242,0.9356484614134583,0.6912624543041714,1.003360497180722,0.6111111111111114,0.8341068698173797,daily
2023-01-16,3.95,3.97,3.91,3.95,1683000,0.0,0.5121293800539084,1.7402890913448041,1.4030703487506737,1.0121721002002693,1.0,1.355314522604512,daily
2023-01-17,3.95,3.95,3.91,3.95,588000,0.0,-0.6506238859180036,1.5805030900274675,0.7120339239794171,1.0102318310186207,1.0,1.3732773823660498,daily
2023-01-18,3.94,3.95,3.91,3.94,349000,-0.0025316455696202667,-0.40646258503401356,0.7787477986620323,0.09225301028253298,1.0074059075758126,0.9374999999999987,0.9398875548728544,daily
2023-01-19,3.9,3.92,3.89,3.91,62000,-0.0076142131979695105,-0.8223495702005731,0.39505759347576874,0.2774092046764447,1.0017876682420757,0.6874999999999987,0.5960195243667548,daily
2023-01-20,3.9,3.95,3.9,3.95,83000,0.010230179028132946,0.33870967741935476,0.19136461110178257,0.8787484458141829,1.0022929918408308,0.75,0.6237088596169803,daily
2023-01-26,3.99,3.99,3.92,3.94,689000,-0.0025316455696202667,2.0,0.5685151110778429,1.1897813099181125,1.0056079530971194,0.9374999999999987,1.0289258058756594,daily
2023-01-27,3.94,3.94,3.89,3.9,810000,-0.010152284263959421,0.17561683599419453,1.0987637989777075,0.7660630942653643,0.9991086051756246,0.6249999999999972,1.1467253611654702,daily
2023-01-30,3.92,3.94,3.86,3.87,1295000,-0.007692307692307665,0.5987654320987654,1.4946865374808929,0.4058881167241818,0.9901868616120253,0.1874999999999986,1.0327409657258886,daily
2023-01-31,3.9,3.9,3.84,3.89,773000,0.0051679586563306845,-0.4030888030888031,1.4740592224263787,0.7924746128609028,0.988786366861446,0.125,1.017326631442311,daily
2023-02-01,3.87,3.92,3.87,3.9,620000,0.0025706940874035134,-0.19793014230271666,1.0858610533419868,0.7860814206442792,0.9929903808657221,0.3124999999999986,0.945618714047803,daily
2023-02-02,3.89,3.92,3.89,3.91,560000,0.002564102564102555,-0.09677419354838712,0.932784421910014,0.12994396644075704,0.9966828917470971,0.4374999999999986,0.8185058102194909,daily
2023-02-03,3.91,3.91,3.83,3.83,618000,-0.020460358056266004,0.10357142857142865,0.9313367243802999,0.8260668519179012,0.9897564531388672,0.25,0.8096379841610724,daily
2023-02-06,3.82,3.86,3.8,3.81,460000,-0.005221932114882533,-0.25566343042071193,0.9154133259267816,1.466666484751089,0.9801139056713475,0.0,0.9238401463040902,daily
